643,恵比寿
644,中目黒
645,中野
646,落合
647,高田馬場
648,早稲田
649,神楽坂
650,飯田橋
651,九段下
652,竹橋
653,大手町
654,日本橋
655,茅場町
656,門前仲町
657,木場
658,東陽町
659,南砂町
660,西葛西
661,葛西
662,綾瀬
663,北千住
664,町屋
665,西日暮里
666,千駄木
667,根津
668,湯島
669,新御茶ノ水
670,大手町
671,二重橋前
672,日比谷
673,霞ケ関
674,国会議事堂前
675,赤坂
676,乃木坂
677,表参道
678,明治神宮前
679,代々木公園
680,代々木上原
681,綾瀬
682,北綾瀬
683,地下鉄成増
684,地下鉄赤塚
685,平和台
686,氷川台
687,小竹向原
688,千川
689,要町
690,池袋
691,東池袋
692,護国寺
693,江戸川橋
694,飯田橋
695,市ケ谷
696,麹町
697,永田町
698,桜田門
699,有楽町
700,銀座一丁目
701,新富町
702,月島
703,豊洲
704,辰巳
705,新木場
706,渋谷
707,表参道
708,青山一丁目
709,永田町
710,半蔵門
711,九段下
712,神保町
713,大手町
714,三越前
715,水天宮前
716,清澄白河
717,住吉
718,錦糸町
719,押上
720,目黒
721,白金台
722,白金高輪
723,麻布十番
724,六本木一丁目
725,溜池山王
726,永田町
727,四ツ谷
728,市ケ谷
729,飯田橋
730,後楽園
731,東大前
732,本駒込
733,駒込
734,西ケ原
735,王子
736,王子神谷
737,志茂
738,赤羽岩淵
739,地下鉄成増
740,地下鉄赤塚
741,平和台
742,氷川台
743,小竹向原
744,千川
745,要町
746,池袋
747,雑司が谷
748,西早稲田
749,東新宿
750,新宿三丁目
751,北参道
752,明治神宮前
753,渋谷
754,西馬込
755,馬込
756,中延
757,戸越
758,五反田
759,高輪台
760,泉岳寺
761,三田
762,大門
763,新橋
764,東銀座
765,宝町
766,日本橋
767,人形町
768,東日本橋
769,浅草橋
770,蔵前
771,浅草
772,本所吾妻橋
773,押上
774,目黒
775,白金台
776,白金高輪
777,三田
778,芝公園
779,御成門
780,内幸町
781,日比谷
782,大手町
783,神保町
784,水道橋
785,春日
786,白山
787,千石
788,巣鴨
789,西巣鴨
790,新板橋
791,板橋区役所前
792,板橋本町
793,本蓮沼
794,志村坂上
795,志村三丁目
796,蓮根
797,西台
798,高島平
799,新高島平
800,西高島平
801,新宿
802,新宿三丁目
803,曙橋
804,市ケ谷
805,九段下
806,神保町
807,小川町
808,岩本町
809,馬喰横山
810,浜町
811,森下
812,菊川
813,住吉
814,西大島
815,大島
816,東大島
817,船堀
818,一之江
819,瑞江
820,篠崎
821,三ノ輪橋
822,荒川一中前
823,荒川区役所前
824,荒川二丁目
825,荒川七丁目
826,町屋駅前
827,町屋二丁目
828,東尾久三丁目
829,熊野前
830,宮ノ前
831,小台
832,荒川遊園地前
833,荒川車庫前
834,梶原
835,栄町
836,王子駅前
837,飛鳥山
838,滝野川一丁目
839,西ケ原四丁目
840,新庚申塚
841,庚申塚
842,巣鴨新田
843,大塚駅前
844,向原
845,東池袋四丁目
846,都電雑司ケ谷
847,鬼子母神前
848,学習院下
849,面影橋
850,早稲田
851,日暮里
852,西日暮里
853,赤土小学校前
854,熊野前
855,足立小台
856,扇大橋
857,高野
858,江北
859,西新井大師西
860,谷在家
861,舎人公園
862,舎人
863,見沼代親水公園
864,新宿西口
865,東新宿
866,若松河田
867,牛込柳町
868,牛込神楽坂
869,飯田橋
870,春日
871,本郷三丁目
872,上野御徒町
873,新御徒町
874,蔵前
875,両国
876,森下
877,清澄白河
878,門前仲町
879,月島
880,勝どき
881,築地市場
882,汐留
883,大門
884,赤羽橋
885,麻布十番
886,六本木
887,青山一丁目
888,国立競技場
889,代々木
890,新宿
891,都庁前
892,西新宿五丁目
893,中野坂上
894,東中野
895,中井
896,落合南長崎
897,新江古田
898,練馬
899,豊島園
